file,legacy_call,endpoint,method,domain,classification,replacement,query_key,invalidation,status,tests
modules/community-routes/communityRoutesApi.ts,apiFetch,/community/routes/popular,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/community/routes/popular""]","queryClient.invalidateQueries([""shared"", ""/community/routes/popular""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/community-routes/communityRoutesApi.ts,apiFetch,/community/routes/insights,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/community/routes/insights""]","queryClient.invalidateQueries([""shared"", ""/community/routes/insights""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/providers/status,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/providers/status""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/providers/status""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/corridors,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/corridors""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/corridors""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/saved-location,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/saved-location""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/saved-location""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/saved-location,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/saved-location""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/saved-location""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/saved-location,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/saved-location""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/saved-location""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/search,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/door-to-door/search""]","queryClient.invalidateQueries([""search"", ""/door-to-door/search""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/api.ts,apiFetch,/door-to-door/saved-places,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/door-to-door/saved-places""]","queryClient.invalidateQueries([""shared"", ""/door-to-door/saved-places""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/door-to-door/hooks/useDoorToDoorSearch.ts,apiFetch,/watchlist,GET,watchlist,SERVER_STATE_EFFECT,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/hotels/api.ts,apiFetch,helper_bridge,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/airports/countries,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/airports/countries""]","queryClient.invalidateQueries([""shared"", ""/airports/countries""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/preferences/search,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/preferences/search""]","queryClient.invalidateQueries([""search"", ""/preferences/search""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/preferences/region,POST,preferences,MUTATION,usePreferencesQuery / customClient,"[""preferences"", ""/preferences/region""]","queryClient.invalidateQueries([""preferences"", ""/preferences/region""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/watchlist/bulk-create,POST,watchlist,MUTATION,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist/bulk-create""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist/bulk-create""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/search/quick,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/quick""]","queryClient.invalidateQueries([""search"", ""/search/quick""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/search/quick,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/quick""]","queryClient.invalidateQueries([""search"", ""/search/quick""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/search/save-result,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/save-result""]","queryClient.invalidateQueries([""search"", ""/search/save-result""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/search/save-result,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/save-result""]","queryClient.invalidateQueries([""search"", ""/search/save-result""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/QuickSearchView.tsx,apiFetch,/search/save-result,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/save-result""]","queryClient.invalidateQueries([""search"", ""/search/save-result""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/state/useQuickSearchSide.ts,apiFetch,/search/quick,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/quick""]","queryClient.invalidateQueries([""search"", ""/search/quick""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/state/useQuickSearchWatchlist.ts,apiFetch,/watchlist,GET,watchlist,SERVER_STATE_EFFECT,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/state/useSaveCombination.ts,apiFetch,/search/save-result,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/save-result""]","queryClient.invalidateQueries([""search"", ""/search/save-result""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/quick-search/state/useSaveCombination.ts,apiFetch,/search/save-result,POST,search,MUTATION,useSearchQuery / customClient,"[""search"", ""/search/save-result""]","queryClient.invalidateQueries([""search"", ""/search/save-result""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/recommendations/RecommendationsExplorer.tsx,apiFetch,/recommendations,POST,auth,MUTATION,useAuthQuery / customClient,"[""auth"", ""/recommendations""]","queryClient.invalidateQueries([""auth"", ""/recommendations""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/airports.ts,apiFetch,helper_bridge,GET,shared,QUERY,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/api.ts,apiFetch,definition,GET,shared,QUERY,useSharedQuery / customClient,"[""shared"", ""definition""]","queryClient.invalidateQueries([""shared"", ""definition""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/forgot-password.ts,apiFetch,/auth/forgot-password,POST,auth,MUTATION,useAuthQuery / customClient,"[""auth"", ""/auth/forgot-password""]","queryClient.invalidateQueries([""auth"", ""/auth/forgot-password""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/HelpBase.tsx,apiFetch,helper_bridge,GET,shared,SERVER_STATE_EFFECT,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/LanguageSelector.tsx,apiFetch,/preferences/region,GET,preferences,SERVER_STATE_EFFECT,usePreferencesQuery / customClient,"[""preferences"", ""/preferences/region""]","queryClient.invalidateQueries([""preferences"", ""/preferences/region""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/LanguageSelector.tsx,apiFetch,/preferences/region,GET,preferences,SERVER_STATE_EFFECT,usePreferencesQuery / customClient,"[""preferences"", ""/preferences/region""]","queryClient.invalidateQueries([""preferences"", ""/preferences/region""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/login-submit.ts,apiFetch,/auth/login,POST,auth,MUTATION,useAuthQuery / customClient,"[""auth"", ""/auth/login""]","queryClient.invalidateQueries([""auth"", ""/auth/login""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/shared/RequireAuth.tsx,apiFetch,/auth/me,GET,auth,SERVER_STATE_EFFECT,useAuthQuery / customClient,"[""auth"", ""/auth/me""]","queryClient.invalidateQueries([""auth"", ""/auth/me""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/AlertRulesWorkspace.tsx,apiFetch,/watchlist,POST,watchlist,MUTATION,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/AlertRulesWorkspace.tsx,apiFetch,/preferences,POST,preferences,MUTATION,usePreferencesQuery / customClient,"[""preferences"", ""/preferences""]","queryClient.invalidateQueries([""preferences"", ""/preferences""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/AlertRulesWorkspace.tsx,apiFetch,/alerts/rules,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/alerts/rules""]","queryClient.invalidateQueries([""shared"", ""/alerts/rules""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/AlertRulesWorkspace.tsx,apiFetch,/alerts/evaluate,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/alerts/evaluate""]","queryClient.invalidateQueries([""shared"", ""/alerts/evaluate""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/AlertRulesWorkspace.tsx,apiFetch,/preferences,POST,preferences,MUTATION,usePreferencesQuery / customClient,"[""preferences"", ""/preferences""]","queryClient.invalidateQueries([""preferences"", ""/preferences""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/SignalsInbox.tsx,apiFetch,/notifications,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/notifications""]","queryClient.invalidateQueries([""shared"", ""/notifications""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/signals/SignalsInbox.tsx,apiFetch,/notifications/read-all,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""/notifications/read-all""]","queryClient.invalidateQueries([""shared"", ""/notifications/read-all""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useCommunityPricing.ts,apiFetch,helper_bridge,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchlistCompatibility.ts,apiFetch,helper_bridge,GET,shared,SERVER_STATE_EFFECT,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchlistDataLoader.ts,apiFetch,/watchlist,POST,watchlist,MUTATION,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchlistDetail.ts,apiFetch,helper_bridge,GET,shared,SERVER_STATE_EFFECT,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchlistForm.ts,apiFetch,/watchlist,POST,watchlist,MUTATION,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchlistMutations.ts,apiFetch,helper_bridge,POST,shared,MUTATION,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/useWatchLiveFlight.ts,apiFetch,helper_bridge,GET,shared,SERVER_STATE_EFFECT,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/components/CommunityHubOverview.tsx,apiFetch,/watchlist/contributor-stats,GET,watchlist,SERVER_STATE_EFFECT,useWatchlistQuery / customClient,"[""watchlist"", ""/watchlist/contributor-stats""]","queryClient.invalidateQueries([""watchlist"", ""/watchlist/contributor-stats""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
modules/watchlist/components/ComparePanels.tsx,apiFetch,helper_bridge,GET,shared,SERVER_STATE_EFFECT,useSharedQuery / customClient,"[""shared"", ""helper_bridge""]","queryClient.invalidateQueries([""shared"", ""helper_bridge""])",MIGRATED_ORVAL_COMPATIBLE,tests/orval-client.test.ts
